"filename", "language", "JSON", "Groovy", "Dart", "Properties", "YAML", "Swift", "C++", "Markdown", "XML", "HTML", "comment", "blank", "total"
"/home/numan947/Main/Research/Android-Wifi-QR/wifi_qr_survey_app/ios/Runner/Assets.xcassets/AppIcon.appiconset/Contents.json", "JSON", 122, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 123
"/home/numan947/Main/Research/Android-Wifi-QR/wifi_qr_survey_app/ios/Runner/Assets.xcassets/LaunchImage.imageset/Contents.json", "JSON", 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 24
"/home/numan947/Main/Research/Android-Wifi-QR/wifi_qr_survey_app/ios/Runner/Assets.xcassets/LaunchImage.imageset/README.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 2, 5
"/home/numan947/Main/Research/Android-Wifi-QR/wifi_qr_survey_app/ios/Runner/Base.lproj/LaunchScreen.storyboard", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 1, 1, 38
"/home/numan947/Main/Research/Android-Wifi-QR/wifi_qr_survey_app/ios/Runner/Base.lproj/Main.storyboard", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 1, 1, 27
"/home/numan947/Main/Research/Android-Wifi-QR/wifi_qr_survey_app/ios/Runner/Runner-Bridging-Header.h", "C++", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"/home/numan947/Main/Research/Android-Wifi-QR/wifi_qr_survey_app/lib/InstallCACertificatePage.dart", "Dart", 0, 0, 327, 0, 0, 0, 0, 0, 0, 0, 52, 15, 394
"/home/numan947/Main/Research/Android-Wifi-QR/wifi_qr_survey_app/lib/LandingPage.dart", "Dart", 0, 0, 245, 0, 0, 0, 0, 0, 0, 0, 0, 15, 260
"/home/numan947/Main/Research/Android-Wifi-QR/wifi_qr_survey_app/lib/LoadingPage.dart", "Dart", 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 9, 70
"/home/numan947/Main/Research/Android-Wifi-QR/wifi_qr_survey_app/lib/MainApp.dart", "Dart", 0, 0, 521, 0, 0, 0, 0, 0, 0, 0, 24, 103, 648
"/home/numan947/Main/Research/Android-Wifi-QR/wifi_qr_survey_app/lib/QrCodeWidget.dart", "Dart", 0, 0, 194, 0, 0, 0, 0, 0, 0, 0, 2, 24, 220
"/home/numan947/Main/Research/Android-Wifi-QR/wifi_qr_survey_app/lib/QuestionnairePage.dart", "Dart", 0, 0, 715, 0, 0, 0, 0, 0, 0, 0, 97, 39, 851
"/home/numan947/Main/Research/Android-Wifi-QR/wifi_qr_survey_app/lib/RootPage.dart", "Dart", 0, 0, 334, 0, 0, 0, 0, 0, 0, 0, 45, 28, 407
"/home/numan947/Main/Research/Android-Wifi-QR/wifi_qr_survey_app/lib/WifiNetworkListPage.dart", "Dart", 0, 0, 1708, 0, 0, 0, 0, 0, 0, 0, 68, 106, 1882
"/home/numan947/Main/Research/Android-Wifi-QR/wifi_qr_survey_app/lib/models/FixedData.dart", "Dart", 0, 0, 84, 0, 0, 0, 0, 0, 0, 0, 13, 14, 111
"/home/numan947/Main/Research/Android-Wifi-QR/wifi_qr_survey_app/lib/models/QuestionnaireRelatedClasses.dart", "Dart", 0, 0, 362, 0, 0, 0, 0, 0, 0, 0, 2, 57, 421
"/home/numan947/Main/Research/Android-Wifi-QR/wifi_qr_survey_app/lib/models/SecurityModel.dart", "Dart", 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 6, 50
"/home/numan947/Main/Research/Android-Wifi-QR/wifi_qr_survey_app/lib/models/WifiModel.dart", "Dart", 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 1, 8, 45
"/home/numan947/Main/Research/Android-Wifi-QR/wifi_qr_survey_app/package-lock.json", "JSON", 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 25
"/home/numan947/Main/Research/Android-Wifi-QR/wifi_qr_survey_app/package.json", "JSON", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"/home/numan947/Main/Research/Android-Wifi-QR/wifi_qr_survey_app/pubspec.yaml", "YAML", 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 44, 16, 95
"/home/numan947/Main/Research/Android-Wifi-QR/wifi_qr_survey_app/web/index.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 18, 11, 77
"/home/numan947/Main/Research/Android-Wifi-QR/wifi_qr_survey_app/web/manifest.json", "JSON", 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 24
"Total", "-", 297, 81, 4631, 8, 35, 12, 1, 13, 125, 48, 431, 504, 6186
